Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Segment;Postal Code;Product ID;Sales;Quantity;Discount;Profit
5123;CA-2020-149538;04/04/2020;08/04/2020;Standard Class;KB-16585;Corporate;70506;OFF-PA-10003797;19.44;3;0;9.3312
5124;CA-2020-149538;04/04/2020;08/04/2020;Standard Class;KB-16585;Corporate;70506;OFF-PA-10002195;12.96;2;0;6.3504
5125;CA-2020-160766;14/09/2020;14/09/2020;Same Day;DM-13015;Consumer;10009;FUR-TA-10001039;464.292;9;0.4;-108.3348
5126;CA-2020-160766;14/09/2020;14/09/2020;Same Day;DM-13015;Consumer;10009;OFF-EN-10001099;68.46;7;0;31.4916
5127;CA-2020-160766;14/09/2020;14/09/2020;Same Day;DM-13015;Consumer;10009;TEC-MA-10003979;2799.96;4;0;1371.9804
5128;CA-2020-160766;14/09/2020;14/09/2020;Same Day;DM-13015;Consumer;10009;OFF-AP-10002945;601.3;2;0;198.429
5129;CA-2020-160766;14/09/2020;14/09/2020;Same Day;DM-13015;Consumer;10009;TEC-PH-10001536;16.99;1;0;4.4174
5130;CA-2020-160766;14/09/2020;14/09/2020;Same Day;DM-13015;Consumer;10009;TEC-PH-10000526;287.97;3;0;80.6316
5131;CA-2020-160766;14/09/2020;14/09/2020;Same Day;DM-13015;Consumer;10009;OFF-PA-10000213;44.82;9;0;21.0654
5132;CA-2023-146626;29/12/2023;05/01/2024;Standard Class;BP-11185;Corporate;92804;FUR-FU-10002501;101.12;8;0;37.4144
5133;CA-2021-123330;21/06/2021;27/06/2021;Standard Class;EP-13915;Consumer;32725;TEC-PH-10001819;107.976;3;0.2;37.7916
5134;CA-2023-155607;26/11/2023;30/11/2023;Standard Class;FG-14260;Home Office;10009;OFF-AP-10001962;58.73;7;0;14.6825
5135;CA-2023-155607;26/11/2023;30/11/2023;Standard Class;FG-14260;Home Office;10009;OFF-BI-10003364;93.344;4;0.2;32.6704
5136;CA-2022-151323;23/10/2022;28/10/2022;Standard Class;AB-10255;Home Office;98103;OFF-FA-10002983;17.05;5;0;8.184
5137;CA-2021-146696;14/12/2021;19/12/2021;Standard Class;RD-19480;Consumer;92105;OFF-BI-10002432;8.096;2;0.2;2.7324
5138;CA-2022-128972;13/11/2022;17/11/2022;Standard Class;TS-21430;Corporate;73120;FUR-FU-10003096;30.36;4;0;13.0548
5139;CA-2023-128335;29/09/2023;05/10/2023;Standard Class;JA-15970;Consumer;10550;OFF-EN-10001539;23.34;3;0;10.9698
5140;CA-2023-128335;29/09/2023;05/10/2023;Standard Class;JA-15970;Consumer;10550;OFF-PA-10004996;51.55;5;0;24.2285
5141;CA-2021-154886;08/11/2021;12/11/2021;Standard Class;SW-20455;Consumer;94109;TEC-AC-10001956;119.9;2;0;43.164
5142;CA-2022-111213;01/04/2022;05/04/2022;Standard Class;FP-14320;Consumer;10009;FUR-CH-10000454;1317.492;6;0.1;292.776
5143;CA-2022-111213;01/04/2022;05/04/2022;Standard Class;FP-14320;Consumer;10009;OFF-SU-10000946;63.84;8;0;18.5136
5144;CA-2022-111213;01/04/2022;05/04/2022;Standard Class;FP-14320;Consumer;10009;OFF-BI-10004140;3.592;1;0.2;1.1225
5145;CA-2023-161333;02/02/2023;07/02/2023;Standard Class;JL-15835;Consumer;90045;FUR-FU-10003039;86.26;2;0;29.3284
5146;CA-2023-161333;02/02/2023;07/02/2023;Standard Class;JL-15835;Consumer;90045;OFF-ST-10000464;139.04;4;0;38.9312
5147;CA-2023-161333;02/02/2023;07/02/2023;Standard Class;JL-15835;Consumer;90045;OFF-AP-10000252;46.8;4;0;16.38
5148;CA-2023-128734;24/12/2023;31/12/2023;Standard Class;JL-15175;Home Office;85224;FUR-FU-10001731;8.544;4;0.2;1.9224
5149;CA-2023-128734;24/12/2023;31/12/2023;Standard Class;JL-15175;Home Office;85224;FUR-CH-10001394;842.376;3;0.2;105.297
5150;CA-2020-141796;21/06/2020;21/06/2020;Same Day;JG-15160;Consumer;11561;TEC-PH-10001578;1214.85;3;0;352.3065
5151;CA-2023-125101;06/03/2023;10/03/2023;Second Class;SH-19975;Corporate;94109;OFF-ST-10000675;67.78;2;0;16.945
5152;CA-2023-169929;25/09/2023;28/09/2023;First Class;LS-17200;Corporate;59601;OFF-ST-10002352;39.9;5;0;10.374
5153;US-2020-121566;30/06/2020;06/07/2020;Standard Class;CS-11860;Consumer;10011;OFF-BI-10004528;2.688;1;0.2;0.84
5154;US-2020-121566;30/06/2020;06/07/2020;Standard Class;CS-11860;Consumer;10011;OFF-AR-10001026;6.6;3;0;2.904
5155;US-2021-124219;07/08/2021;08/08/2021;First Class;KW-16570;Consumer;63122;OFF-BI-10002215;28.4;4;0;13.064
5156;US-2021-124219;07/08/2021;08/08/2021;First Class;KW-16570;Consumer;63122;FUR-FU-10000305;212.94;3;0;34.0704
5157;CA-2023-163006;30/06/2023;04/07/2023;Second Class;GH-14410;Home Office;60653;TEC-PH-10002584;1001.584;2;0.2;125.198
5158;CA-2023-163006;30/06/2023;04/07/2023;Second Class;GH-14410;Home Office;60653;FUR-CH-10000229;569.058;3;0.3;-178.8468
5159;CA-2023-163006;30/06/2023;04/07/2023;Second Class;GH-14410;Home Office;60653;FUR-FU-10003799;14.224;2;0.6;-10.3124
5160;CA-2021-156146;26/10/2021;30/10/2021;Second Class;AG-10495;Corporate;85345;TEC-PH-10001700;105.584;2;0.2;9.2386
5161;CA-2021-156146;26/10/2021;30/10/2021;Second Class;AG-10495;Corporate;85345;TEC-PH-10001527;68.72;2;0.2;-14.603
5162;CA-2020-111192;30/07/2020;05/08/2020;Standard Class;TS-21430;Corporate;98103;FUR-BO-10002916;1367.84;8;0;259.8896
5163;CA-2022-115378;18/11/2022;23/11/2022;Second Class;AJ-10945;Consumer;48180;FUR-CH-10000863;301.96;2;0;33.2156
5164;CA-2021-161627;06/07/2021;11/07/2021;Standard Class;SJ-20215;Consumer;91104;FUR-CH-10003968;170.352;3;0.2;-17.0352
5165;CA-2020-121006;10/11/2020;16/11/2020;Standard Class;SC-20020;Consumer;48640;OFF-AR-10001149;3.9;2;0;1.521
5166;CA-2020-121006;10/11/2020;16/11/2020;Standard Class;SC-20020;Consumer;48640;OFF-PA-10000130;12.84;3;0;5.778
5167;CA-2020-121006;10/11/2020;16/11/2020;Standard Class;SC-20020;Consumer;48640;OFF-PA-10002479;15.84;3;0;7.128
5168;CA-2020-121006;10/11/2020;16/11/2020;Standard Class;SC-20020;Consumer;48640;FUR-CH-10004997;563.94;3;0;112.788
5169;CA-2020-121006;10/11/2020;16/11/2020;Standard Class;SC-20020;Consumer;48640;OFF-ST-10004950;62.94;3;0;11.9586
5170;CA-2020-121006;10/11/2020;16/11/2020;Standard Class;SC-20020;Consumer;48640;OFF-ST-10001490;535.41;3;0;160.623
5171;CA-2022-122903;27/05/2022;29/05/2022;Second Class;LA-16780;Corporate;48205;FUR-CH-10002024;3504.9;5;0;700.98
5172;CA-2022-122903;27/05/2022;29/05/2022;Second Class;LA-16780;Corporate;48205;OFF-PA-10001790;144.12;3;0;69.1776
5173;CA-2022-122903;27/05/2022;29/05/2022;Second Class;LA-16780;Corporate;48205;OFF-PA-10000994;314.55;3;0;150.984
5174;CA-2021-107741;08/03/2021;10/03/2021;First Class;FC-14335;Corporate;81001;OFF-AR-10002399;3.408;1;0.2;0.8946
5175;CA-2023-106432;19/10/2023;24/10/2023;Standard Class;CA-12265;Consumer;76706;OFF-BI-10002799;2.072;2;0.8;-3.5224
5176;CA-2023-106432;19/10/2023;24/10/2023;Standard Class;CA-12265;Consumer;76706;FUR-BO-10004360;328.3992;3;0.32;-91.7586
5177;CA-2022-148908;05/11/2022;08/11/2022;First Class;JH-15985;Consumer;94109;OFF-BI-10002082;53.248;2;0.2;19.968
5178;CA-2022-123015;26/12/2022;30/12/2022;Standard Class;AJ-10795;Corporate;10024;OFF-BI-10004967;4.992;3;0.2;1.6848
5179;US-2021-120502;13/04/2021;19/04/2021;Standard Class;BT-11395;Corporate;90036;FUR-FU-10004973;37.68;2;0;15.8256
5180;US-2021-120502;13/04/2021;19/04/2021;Standard Class;BT-11395;Corporate;90036;TEC-PH-10003645;258.576;2;0.2;19.3932
5181;US-2021-120502;13/04/2021;19/04/2021;Standard Class;BT-11395;Corporate;90036;OFF-AP-10004980;75.84;2;0;29.5776
5182;CA-2023-108749;12/09/2023;15/09/2023;First Class;DJ-13510;Corporate;2895;OFF-PA-10003797;45.36;7;0;21.7728
5183;CA-2023-108749;12/09/2023;15/09/2023;First Class;DJ-13510;Corporate;2895;OFF-BI-10003707;45.78;3;0;22.89
5184;CA-2023-163335;24/09/2023;27/09/2023;First Class;AG-10675;Consumer;31907;OFF-ST-10000885;40.29;3;0;10.0725
5185;CA-2023-163335;24/09/2023;27/09/2023;First Class;AG-10675;Consumer;31907;OFF-BI-10002827;38.71;7;0;17.8066
5186;CA-2021-134719;10/10/2021;15/10/2021;Standard Class;JD-15790;Consumer;32216;OFF-ST-10004459;1801.632;6;0.2;-337.806
5187;US-2021-154389;27/11/2021;03/12/2021;Standard Class;EH-14125;Home Office;19140;TEC-PH-10002789;748.752;8;0.4;-162.2296
5188;CA-2021-115567;13/09/2021;18/09/2021;Standard Class;ZC-21910;Consumer;47201;TEC-AC-10001314;199.96;4;0;15.9968
5189;CA-2021-115567;13/09/2021;18/09/2021;Standard Class;ZC-21910;Consumer;47201;FUR-CH-10000015;1516.2;7;0;394.212
5190;US-2023-136679;14/11/2023;18/11/2023;Standard Class;XP-21865;Consumer;77506;TEC-AC-10004855;167.952;6;0.2;-27.2922
5191;US-2023-136679;14/11/2023;18/11/2023;Standard Class;XP-21865;Consumer;77506;OFF-AR-10003582;45.04;2;0.2;4.504
5192;US-2023-141943;05/05/2023;09/05/2023;Standard Class;DK-12985;Consumer;94122;OFF-EN-10003448;23.16;2;0;11.58
5193;CA-2020-101560;28/11/2020;01/12/2020;Second Class;CS-12250;Corporate;29203;FUR-FU-10003773;397.6;5;0;43.736
5194;CA-2020-101560;28/11/2020;01/12/2020;Second Class;CS-12250;Corporate;29203;OFF-PA-10001363;85.96;7;0;40.4012
5195;CA-2020-101560;28/11/2020;01/12/2020;Second Class;CS-12250;Corporate;29203;OFF-AR-10004757;13.12;4;0;4.3296
5196;CA-2020-101560;28/11/2020;01/12/2020;Second Class;CS-12250;Corporate;29203;OFF-BI-10000309;45.66;3;0;22.3734
5197;CA-2020-159709;10/05/2020;15/05/2020;Standard Class;AI-10855;Consumer;98031;OFF-EN-10001434;158.13;3;0;77.4837
5198;CA-2020-159709;10/05/2020;15/05/2020;Standard Class;AI-10855;Consumer;98031;TEC-PH-10003988;43.6;5;0.2;4.36
5199;CA-2022-103982;03/03/2022;08/03/2022;Standard Class;AA-10315;Consumer;78664;OFF-SU-10000151;3930.072;3;0.2;-786.0144
5200;CA-2022-103982;03/03/2022;08/03/2022;Standard Class;AA-10315;Consumer;78664;OFF-FA-10001332;2.304;1;0.2;0.7776
5201;CA-2022-103982;03/03/2022;08/03/2022;Standard Class;AA-10315;Consumer;78664;TEC-PH-10000895;431.976;3;0.2;32.3982
5202;CA-2022-103982;03/03/2022;08/03/2022;Standard Class;AA-10315;Consumer;78664;TEC-AC-10002857;41.72;7;0.2;5.7365
5203;CA-2021-142454;15/08/2021;19/08/2021;Standard Class;RE-19450;Consumer;94601;FUR-FU-10004018;104.23;7;0;28.1421
5204;CA-2021-142454;15/08/2021;19/08/2021;Standard Class;RE-19450;Consumer;94601;OFF-ST-10003638;70.26;3;0;18.9702
5205;CA-2021-102016;12/09/2021;18/09/2021;Standard Class;TM-21010;Consumer;13021;OFF-AR-10004685;9.26;2;0;3.0558
5206;CA-2021-102016;12/09/2021;18/09/2021;Standard Class;TM-21010;Consumer;13021;OFF-ST-10001713;105.98;2;0;4.2392
5207;CA-2021-102016;12/09/2021;18/09/2021;Standard Class;TM-21010;Consumer;13021;OFF-FA-10000490;1.24;1;0;0.5828
5208;CA-2021-102016;12/09/2021;18/09/2021;Standard Class;TM-21010;Consumer;13021;OFF-LA-10002043;20.7;2;0;9.936
5209;CA-2021-102016;12/09/2021;18/09/2021;Standard Class;TM-21010;Consumer;13021;OFF-PA-10002464;28.9;5;0;14.161
5210;CA-2021-102016;12/09/2021;18/09/2021;Standard Class;TM-21010;Consumer;13021;OFF-EN-10002504;27.18;1;0;12.7746
5211;CA-2021-156755;12/01/2021;18/01/2021;Standard Class;YS-21880;Corporate;19711;OFF-ST-10002615;465.18;3;0;120.9468
5212;CA-2021-130876;12/05/2021;16/05/2021;Second Class;AZ-10750;Consumer;10024;OFF-ST-10004258;36.63;3;0;9.8901
5213;CA-2022-145898;26/09/2022;26/09/2022;Same Day;CM-12445;Consumer;92374;OFF-ST-10004507;51.45;3;0;13.8915
5214;CA-2022-145898;26/09/2022;26/09/2022;Same Day;CM-12445;Consumer;92374;OFF-LA-10000262;7.83;3;0;3.6018
5215;CA-2022-145898;26/09/2022;26/09/2022;Same Day;CM-12445;Consumer;92374;OFF-AR-10002445;35.4;5;0;13.452
5216;CA-2022-145898;26/09/2022;26/09/2022;Same Day;CM-12445;Consumer;92374;OFF-PA-10001667;29.9;5;0;13.455
5217;US-2023-159562;09/09/2023;15/09/2023;Standard Class;JB-16000;Consumer;48066;OFF-EN-10000461;17.48;2;0;8.2156
5218;CA-2023-134635;15/04/2023;17/04/2023;Second Class;NS-18640;Corporate;90049;OFF-PA-10002254;79.14;3;0;36.4044
5219;CA-2023-167080;10/06/2023;14/06/2023;Standard Class;LC-16930;Corporate;10011;OFF-AR-10001868;8.4;5;0;4.2
5220;CA-2023-145653;01/09/2023;01/09/2023;Same Day;CA-12775;Consumer;48205;FUR-CH-10004875;498.26;7;0;134.5302
5221;CA-2020-140487;14/06/2020;20/06/2020;Standard Class;SR-20425;Home Office;48234;FUR-BO-10000711;212.94;3;0;57.4938
5222;CA-2023-117401;18/05/2023;22/05/2023;Second Class;PP-18955;Home Office;65807;OFF-AP-10000938;706.86;7;0;197.9208
5223;CA-2023-117401;18/05/2023;22/05/2023;Second Class;PP-18955;Home Office;65807;TEC-PH-10003555;114.95;5;0;2.299
5224;CA-2023-117401;18/05/2023;22/05/2023;Second Class;PP-18955;Home Office;65807;OFF-BI-10001267;43.19;7;0;20.7312
5225;US-2023-109582;12/09/2023;17/09/2023;Second Class;JM-15865;Consumer;90036;OFF-PA-10004071;166.44;3;0;79.8912
5226;CA-2022-119865;21/06/2022;26/06/2022;Standard Class;AS-10090;Consumer;10011;OFF-BI-10001553;36.56;5;0.2;12.796
5227;CA-2022-119865;21/06/2022;26/06/2022;Standard Class;AS-10090;Consumer;10011;OFF-BI-10003007;186.144;6;0.2;60.4968
5228;CA-2022-119865;21/06/2022;26/06/2022;Standard Class;AS-10090;Consumer;10011;FUR-BO-10003272;353.568;2;0.2;-44.196
5229;US-2020-147648;26/11/2020;01/12/2020;Standard Class;LS-16975;Home Office;94109;OFF-PA-10001033;81.98;2;0;40.1702
5230;CA-2023-124436;19/03/2023;22/03/2023;Second Class;SA-20830;Consumer;93727;OFF-BI-10001553;14.624;2;0.2;5.1184
5231;CA-2023-124436;19/03/2023;22/03/2023;Second Class;SA-20830;Consumer;93727;FUR-TA-10001095;697.16;5;0.2;8.7145
5232;CA-2023-124436;19/03/2023;22/03/2023;Second Class;SA-20830;Consumer;93727;FUR-FU-10001185;30.93;1;0;12.6813
5233;CA-2023-124436;19/03/2023;22/03/2023;Second Class;SA-20830;Consumer;93727;OFF-BI-10000343;27.496;7;0.2;9.2799
5234;CA-2020-115084;18/10/2020;22/10/2020;Standard Class;LS-17200;Corporate;71854;FUR-CH-10004626;605.34;6;0;145.2816
5235;CA-2023-131037;22/08/2023;23/08/2023;First Class;TM-21490;Consumer;94110;FUR-TA-10001768;210.008;1;0.2;2.6251
5236;CA-2022-111143;19/11/2022;22/11/2022;First Class;TT-21265;Corporate;46203;OFF-AP-10001947;54.96;3;0;15.9384
5237;CA-2020-166744;20/09/2020;24/09/2020;Standard Class;DN-13690;Consumer;21044;FUR-FU-10004952;164.22;3;0;50.9082
5238;CA-2020-166744;20/09/2020;24/09/2020;Standard Class;DN-13690;Consumer;21044;FUR-BO-10001337;362.94;3;0;36.294
5239;CA-2020-166744;20/09/2020;24/09/2020;Standard Class;DN-13690;Consumer;21044;TEC-AC-10003628;59.98;2;0;26.3912
5240;CA-2022-116561;11/09/2022;17/09/2022;Standard Class;EB-14110;Consumer;95123;OFF-ST-10004186;332.94;3;0;6.6588
5241;CA-2022-116561;11/09/2022;17/09/2022;Standard Class;EB-14110;Consumer;95123;OFF-BI-10001658;39.872;2;0.2;12.9584
5242;CA-2022-110730;23/09/2022;26/09/2022;Second Class;CM-11815;Corporate;98115;OFF-SU-10004737;13.68;2;0;3.6936
5243;CA-2023-146367;04/08/2023;08/08/2023;Standard Class;HM-14860;Corporate;75007;OFF-BI-10002827;3.318;3;0.8;-5.6406
5244;CA-2022-149454;25/07/2022;26/07/2022;First Class;KM-16375;Home Office;22204;OFF-BI-10003694;10.44;1;0;4.8024
5245;CA-2022-156265;02/08/2022;04/08/2022;Second Class;BF-11020;Corporate;90032;FUR-TA-10001691;136.464;2;0.2;15.3522
5246;CA-2022-156265;02/08/2022;04/08/2022;Second Class;BF-11020;Corporate;90032;TEC-PH-10001918;333.576;3;0.2;33.3576
5247;CA-2022-156265;02/08/2022;04/08/2022;Second Class;BF-11020;Corporate;90032;OFF-BI-10000285;12.544;2;0.2;4.704
5248;US-2021-168914;21/05/2021;27/05/2021;Standard Class;JE-15745;Consumer;60423;OFF-AP-10000358;20.768;8;0.8;-52.9584
5249;US-2023-110989;03/11/2023;05/11/2023;Second Class;EJ-14155;Consumer;98105;TEC-AC-10002345;43.5;3;0;10.875
5250;CA-2021-106215;16/04/2021;21/04/2021;Standard Class;BN-11470;Corporate;19143;OFF-FA-10001229;12.576;4;0.2;4.0872
5251;US-2022-169369;12/12/2022;18/12/2022;Standard Class;EC-14050;Consumer;31907;TEC-AC-10001314;249.95;5;0;19.996
5252;US-2022-169369;12/12/2022;18/12/2022;Standard Class;EC-14050;Consumer;31907;OFF-PA-10004438;49.12;4;0;23.0864
5253;CA-2021-132318;30/10/2021;02/11/2021;First Class;TT-21220;Consumer;23464;OFF-AP-10000026;182.91;3;0;53.0439
5254;US-2020-131982;07/03/2020;11/03/2020;Second Class;NP-18685;Home Office;98198;OFF-BI-10004224;107.648;2;0.2;33.64
5255;CA-2021-125185;05/03/2021;07/03/2021;Second Class;AH-10195;Corporate;18018;FUR-CH-10002647;99.372;2;0.3;-7.098
5256;CA-2021-125185;05/03/2021;07/03/2021;Second Class;AH-10195;Corporate;18018;FUR-FU-10003247;33.568;2;0.2;-5.4548
5257;CA-2022-130078;08/08/2022;14/08/2022;Standard Class;CC-12145;Consumer;73120;OFF-PA-10003270;10.56;2;0;4.752
5258;US-2023-114034;03/01/2023;08/01/2023;Standard Class;DL-13315;Consumer;91730;OFF-PA-10004735;38.88;6;0;18.6624
5259;US-2023-115595;09/10/2023;11/10/2023;First Class;XP-21865;Consumer;90032;OFF-PA-10001745;35.2;5;0;16.544
5260;CA-2023-158722;20/10/2023;26/10/2023;Standard Class;MA-17560;Home Office;19120;OFF-PA-10000176;45.528;3;0.2;15.9348
5261;CA-2020-105165;07/09/2020;10/09/2020;First Class;SZ-20035;Home Office;77036;TEC-PH-10000675;196.776;3;0.2;14.7582
5262;CA-2020-105165;07/09/2020;10/09/2020;First Class;SZ-20035;Home Office;77036;OFF-BI-10000050;2.92;2;0.8;-4.818
5263;CA-2020-105165;07/09/2020;10/09/2020;First Class;SZ-20035;Home Office;77036;FUR-TA-10004154;200.795;1;0.3;-22.948
5264;CA-2020-105165;07/09/2020;10/09/2020;First Class;SZ-20035;Home Office;77036;TEC-AC-10002718;46.688;4;0.2;-2.918
5265;CA-2020-105165;07/09/2020;10/09/2020;First Class;SZ-20035;Home Office;77036;OFF-AR-10003179;21.864;3;0.2;3.5529
5266;CA-2023-147452;30/09/2023;03/10/2023;First Class;CS-11845;Corporate;98103;OFF-PA-10001838;11.76;2;0;5.7624
5267;CA-2023-147452;30/09/2023;03/10/2023;First Class;CS-11845;Corporate;98103;OFF-PA-10004039;167.94;3;0;82.2906
5268;CA-2023-147452;30/09/2023;03/10/2023;First Class;CS-11845;Corporate;98103;OFF-AP-10001626;3.89;1;0;1.0114
5269;US-2023-114657;16/11/2023;21/11/2023;Standard Class;MH-18115;Home Office;10701;TEC-MA-10003173;52.44;4;0;24.1224
5270;CA-2023-144484;11/09/2023;11/09/2023;Same Day;CB-12025;Consumer;94110;FUR-FU-10000260;32.36;4;0;11.6496
5271;CA-2023-144484;11/09/2023;11/09/2023;Same Day;CB-12025;Consumer;94110;OFF-AP-10004487;406.6;5;0;113.848
5272;CA-2023-125913;16/01/2023;16/01/2023;Same Day;JO-15145;Corporate;90008;FUR-FU-10001487;27.92;4;0;8.0968
5273;CA-2023-125913;16/01/2023;16/01/2023;Same Day;JO-15145;Corporate;90008;FUR-TA-10001520;399.672;7;0.2;-14.9877
5274;US-2022-158309;26/11/2022;29/11/2022;First Class;PA-19060;Home Office;33142;OFF-BI-10000145;3.744;4;0.7;-2.6208
5275;CA-2021-162887;07/11/2021;09/11/2021;Second Class;SV-20785;Consumer;42420;FUR-CH-10000595;715.2;3;0;178.8
5276;CA-2023-147333;14/12/2023;20/12/2023;Standard Class;KL-16555;Corporate;72701;TEC-AC-10004469;159.8;4;0;70.312
5277;CA-2023-147333;14/12/2023;20/12/2023;Standard Class;KL-16555;Corporate;72701;TEC-AC-10003038;44.75;5;0;8.5025
5278;CA-2020-113859;13/09/2020;17/09/2020;Standard Class;BC-11125;Home Office;79762;FUR-CH-10004698;340.116;6;0.3;-9.7176
5279;CA-2020-159681;07/12/2020;13/12/2020;Standard Class;PO-18850;Consumer;23464;OFF-PA-10003641;105.52;4;0;48.5392
5280;US-2023-104094;07/09/2023;11/09/2023;Standard Class;AG-10675;Consumer;53209;TEC-AC-10002134;13.48;1;0;1.8872
5281;CA-2023-152709;07/10/2023;12/10/2023;Standard Class;DB-13210;Consumer;48234;OFF-ST-10001837;85.52;2;0;22.2352
5282;CA-2021-105158;05/09/2021;10/09/2021;Standard Class;SP-20860;Corporate;55901;FUR-FU-10001706;6.16;2;0;2.9568
5283;CA-2021-105158;05/09/2021;10/09/2021;Standard Class;SP-20860;Corporate;55901;OFF-PA-10001970;36.84;3;0;17.3148
5284;CA-2020-133424;30/03/2020;04/04/2020;Standard Class;Dl-13600;Corporate;98105;OFF-ST-10002957;15.84;3;0;0
5285;CA-2020-133424;30/03/2020;04/04/2020;Standard Class;Dl-13600;Corporate;98105;OFF-LA-10002312;44.4;3;0;22.2
5286;CA-2023-105991;05/05/2023;06/05/2023;First Class;LH-17020;Consumer;80027;OFF-EN-10002600;21.24;9;0.2;7.434
5287;CA-2023-105991;05/05/2023;06/05/2023;First Class;LH-17020;Consumer;80027;OFF-BI-10003274;9.552;8;0.7;-7.3232
5288;CA-2023-105991;05/05/2023;06/05/2023;First Class;LH-17020;Consumer;80027;FUR-BO-10004467;89.991;3;0.7;-152.9847
5289;US-2023-136784;30/04/2023;05/05/2023;Standard Class;AD-10180;Home Office;94122;OFF-PA-10000675;163.96;4;0;80.3404
5290;CA-2020-146283;08/09/2020;15/09/2020;Standard Class;KT-16465;Consumer;77036;OFF-PA-10002259;17.904;2;0.2;6.2664
5291;CA-2020-146283;08/09/2020;15/09/2020;Standard Class;KT-16465;Consumer;77036;FUR-CH-10004287;966.7;5;0.3;-13.81
5292;CA-2020-146283;08/09/2020;15/09/2020;Standard Class;KT-16465;Consumer;77036;OFF-PA-10000482;182.112;6;0.2;61.4628
5293;CA-2023-151218;20/06/2023;23/06/2023;First Class;PJ-19015;Consumer;33180;OFF-ST-10004835;4.464;1;0.2;0.3348
5294;CA-2021-111073;26/12/2021;30/12/2021;Standard Class;MC-18100;Consumer;44256;FUR-TA-10004086;51.588;1;0.4;-15.4764
5295;CA-2023-144883;15/08/2023;19/08/2023;Standard Class;BO-11350;Corporate;55113;OFF-LA-10000305;50.4;8;0;23.184
5296;CA-2023-142174;04/03/2023;09/03/2023;Standard Class;DP-13000;Consumer;77041;OFF-PA-10000806;89.568;2;0.2;32.4684
5297;CA-2023-108791;27/07/2023;31/07/2023;Standard Class;TM-21490;Consumer;10701;FUR-FU-10004018;14.89;1;0;4.0203
5298;CA-2023-108791;27/07/2023;31/07/2023;Standard Class;TM-21490;Consumer;10701;TEC-PH-10002660;543.92;8;0;135.98
5299;CA-2022-106656;23/09/2022;26/09/2022;First Class;DV-13045;Corporate;92037;OFF-EN-10001509;4.08;2;0;1.9176
5300;CA-2022-106656;23/09/2022;26/09/2022;First Class;DV-13045;Corporate;92037;OFF-LA-10003148;18.9;3;0;8.694
5301;CA-2022-113831;30/05/2022;03/06/2022;Standard Class;AH-10690;Corporate;22153;FUR-TA-10002645;2275.5;10;0;386.835
5302;CA-2022-113831;30/05/2022;03/06/2022;Standard Class;AH-10690;Corporate;22153;TEC-AC-10003033;1979.7;6;0;653.301
5303;CA-2022-113831;30/05/2022;03/06/2022;Standard Class;AH-10690;Corporate;22153;OFF-LA-10001297;62.1;6;0;29.808
5304;US-2020-139500;16/11/2020;20/11/2020;Standard Class;AB-10165;Consumer;62521;FUR-CH-10002017;37.296;2;0.3;-1.0656
5305;US-2020-166310;21/09/2020;23/09/2020;First Class;JS-15940;Home Office;75043;FUR-FU-10001546;8.544;2;0.6;-7.476
5306;US-2022-168410;21/02/2022;26/02/2022;Standard Class;BV-11245;Corporate;11572;FUR-FU-10000629;68.95;5;0;28.959
5307;US-2022-168410;21/02/2022;26/02/2022;Standard Class;BV-11245;Corporate;11572;OFF-ST-10000036;296.37;3;0;80.0199
5308;US-2022-168410;21/02/2022;26/02/2022;Standard Class;BV-11245;Corporate;11572;TEC-PH-10002583;39.98;2;0;1.999
5309;CA-2023-131254;19/11/2023;21/11/2023;First Class;NC-18415;Consumer;77095;FUR-CH-10003774;191.058;3;0.3;-46.3998
5310;CA-2023-131254;19/11/2023;21/11/2023;First Class;NC-18415;Consumer;77095;OFF-AR-10003876;13.04;5;0.2;3.912
5311;CA-2023-131254;19/11/2023;21/11/2023;First Class;NC-18415;Consumer;77095;OFF-BI-10003527;1525.188;6;0.8;-2287.782
5312;CA-2022-123414;21/08/2022;27/08/2022;Standard Class;SU-20665;Home Office;27834;OFF-LA-10004559;9.216;4;0.2;3.3408
5313;CA-2022-123414;21/08/2022;27/08/2022;Standard Class;SU-20665;Home Office;27834;OFF-SU-10002573;28.048;2;0.2;3.506
5314;CA-2023-137876;30/04/2023;05/05/2023;Standard Class;DJ-13510;Corporate;94110;FUR-FU-10000222;64.96;2;0;21.4368
5315;CA-2023-137876;30/04/2023;05/05/2023;Standard Class;DJ-13510;Corporate;94110;OFF-EN-10001219;30.56;4;0;14.9744
5316;CA-2022-154060;02/05/2022;08/05/2022;Standard Class;DL-12865;Consumer;27405;FUR-CH-10002304;187.056;9;0.2;11.691
5317;US-2023-162558;02/10/2023;05/10/2023;First Class;Dp-13240;Home Office;37918;FUR-FU-10002364;11.808;2;0.2;1.3284
5318;US-2023-162558;02/10/2023;05/10/2023;First Class;Dp-13240;Home Office;37918;FUR-FU-10004864;9.656;1;0.2;1.5691
5319;US-2023-162558;02/10/2023;05/10/2023;First Class;Dp-13240;Home Office;37918;OFF-PA-10003172;20.736;4;0.2;7.2576
5320;US-2023-162558;02/10/2023;05/10/2023;First Class;Dp-13240;Home Office;37918;OFF-BI-10000977;27.36;3;0.7;-21.888
5321;US-2023-162558;02/10/2023;05/10/2023;First Class;Dp-13240;Home Office;37918;FUR-TA-10000198;2314.116;7;0.4;-1002.7836
